contrast,estimate,SE,df,t.ratio,p.value
ALL E2200 A_Wet - VER E2200 A_Wet,-0.08909147185565341,NA,1051,NA,NA
ALL E2200 A_Wet - ALL F2700 A_Wet,0.009153676259459259,NA,1051,NA,NA
ALL E2200 A_Wet - ANT F2700 A_Wet,-0.0799629224021896,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 F2700 A_Wet,-0.04229470289760958,NA,1051,NA,NA
ALL E2200 A_Wet - VER F2700 A_Wet,0.0013208529079765472,NA,1051,NA,NA
ALL E2200 A_Wet - ALL G3200 A_Wet,0.35499594257534084,NA,1051,NA,NA
ALL E2200 A_Wet - ANT G3200 A_Wet,-0.6861682966798949,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 G3200 A_Wet,-0.033928881488880756,NA,1051,NA,NA
ALL E2200 A_Wet - VER G3200 A_Wet,-0.002035865557063865,NA,1051,NA,NA
ALL E2200 A_Wet - ALL H3700 A_Wet,0.35020069513495256,NA,1051,NA,NA
ALL E2200 A_Wet - ANT H3700 A_Wet,-0.6909635441202832,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 H3700 A_Wet,-0.06148628630153221,NA,1051,NA,NA
ALL E2200 A_Wet - VER H3700 A_Wet,0.01113579693440686,NA,1051,NA,NA
ALL E2200 A_Wet - ALL A200 B_Dry,0.04492429705829274,NA,1051,NA,NA
ALL E2200 A_Wet - ANT A200 B_Dry,0.00376005780305707,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 A200 B_Dry,-0.020893011229054563,NA,1051,NA,NA
ALL E2200 A_Wet - VER A200 B_Dry,0.05083161519941956,NA,1051,NA,NA
ALL E2200 A_Wet - ALL B700 B_Dry,0.025489887315639427,NA,1051,NA,NA
ALL E2200 A_Wet - ANT B700 B_Dry,-0.0057086384515606225,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 B700 B_Dry,6.80363072386868e-5,NA,1051,NA,NA
ALL E2200 A_Wet - VER B700 B_Dry,0.038517556871670564,NA,1051,NA,NA
ALL E2200 A_Wet - ALL C1200 B_Dry,0.03237665628613529,NA,1051,NA,NA
ALL E2200 A_Wet - ANT C1200 B_Dry,-0.055773916924795615,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 C1200 B_Dry,-0.032852702955127086,NA,1051,NA,NA
ALL E2200 A_Wet - VER C1200 B_Dry,0.025775679085135283,NA,1051,NA,NA
ALL E2200 A_Wet - ALL D1700 B_Dry,0.02308078673249836,NA,1051,NA,NA
ALL E2200 A_Wet - ANT D1700 B_Dry,-0.003275460488981474,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 D1700 B_Dry,-0.020200199972753595,NA,1051,NA,NA
ALL E2200 A_Wet - VER D1700 B_Dry,0.03654545697254421,NA,1051,NA,NA
ALL E2200 A_Wet - ALL E2200 B_Dry,-0.021495303657592408,NA,1051,NA,NA
ALL E2200 A_Wet - ANT E2200 B_Dry,-0.06012066053568585,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 E2200 B_Dry,-0.09156823917319572,NA,1051,NA,NA
ALL E2200 A_Wet - VER E2200 B_Dry,-0.11058677551324583,NA,1051,NA,NA
ALL E2200 A_Wet - ALL F2700 B_Dry,0.027309000091885003,NA,1051,NA,NA
ALL E2200 A_Wet - ANT F2700 B_Dry,-0.061807598569763866,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 F2700 B_Dry,-0.024139379065183833,NA,1051,NA,NA
ALL E2200 A_Wet - VER F2700 B_Dry,0.019476176740402293,NA,1051,NA,NA
ALL E2200 A_Wet - ALL G3200 B_Dry,0.22669362406316274,NA,1051,NA,NA
ALL E2200 A_Wet - ANT G3200 B_Dry,-0.814470615192073,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 G3200 B_Dry,-0.16223120000105887,NA,1051,NA,NA
ALL E2200 A_Wet - VER G3200 B_Dry,-0.13033818406924197,NA,1051,NA,NA
ALL E2200 A_Wet - ALL H3700 B_Dry,0.20844119920310245,NA,1051,NA,NA
ALL E2200 A_Wet - ANT H3700 B_Dry,-0.8327230400521333,NA,1051,NA,NA
ALL E2200 A_Wet - CN1 H3700 B_Dry,-0.20324578223338233,NA,1051,NA,NA
ALL E2200 A_Wet - VER H3700 B_Dry,-0.13062369899744325,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 E2200 A_Wet,-0.03144757863750987,NA,1051,NA,NA
ANT E2200 A_Wet - VER E2200 A_Wet,-0.050466114977559984,NA,1051,NA,NA
ANT E2200 A_Wet - ALL F2700 A_Wet,0.0477790331375527,NA,1051,NA,NA
ANT E2200 A_Wet - ANT F2700 A_Wet,-0.041337565524096176,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 F2700 A_Wet,-0.0036693460195161383,NA,1051,NA,NA
ANT E2200 A_Wet - VER F2700 A_Wet,0.03994620978606999,NA,1051,NA,NA
ANT E2200 A_Wet - ALL G3200 A_Wet,0.39362129945343427,NA,1051,NA,NA
ANT E2200 A_Wet - ANT G3200 A_Wet,-0.6475429398018013,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 G3200 A_Wet,0.004696475389212684,NA,1051,NA,NA
ANT E2200 A_Wet - VER G3200 A_Wet,0.03658949132102957,NA,1051,NA,NA
ANT E2200 A_Wet - ALL H3700 A_Wet,0.388826052013046,NA,1051,NA,NA
ANT E2200 A_Wet - ANT H3700 A_Wet,-0.6523381872421896,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 H3700 A_Wet,-0.02286092942343877,NA,1051,NA,NA
ANT E2200 A_Wet - VER H3700 A_Wet,0.0497611538125003,NA,1051,NA,NA
ANT E2200 A_Wet - ALL A200 B_Dry,0.08354965393638618,NA,1051,NA,NA
ANT E2200 A_Wet - ANT A200 B_Dry,0.04238541468115051,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 A200 B_Dry,0.017732345649038878,NA,1051,NA,NA
ANT E2200 A_Wet - VER A200 B_Dry,0.089456972077513,NA,1051,NA,NA
ANT E2200 A_Wet - ALL B700 B_Dry,0.06411524419373286,NA,1051,NA,NA
ANT E2200 A_Wet - ANT B700 B_Dry,0.03291671842653282,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 B700 B_Dry,0.038693393185332124,NA,1051,NA,NA
ANT E2200 A_Wet - VER B700 B_Dry,0.07714291374976401,NA,1051,NA,NA
ANT E2200 A_Wet - ALL C1200 B_Dry,0.07100201316422873,NA,1051,NA,NA
ANT E2200 A_Wet - ANT C1200 B_Dry,-0.017148560046702177,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 C1200 B_Dry,0.005772653922966355,NA,1051,NA,NA
ANT E2200 A_Wet - VER C1200 B_Dry,0.06440103596322873,NA,1051,NA,NA
ANT E2200 A_Wet - ALL D1700 B_Dry,0.0617061436105918,NA,1051,NA,NA
ANT E2200 A_Wet - ANT D1700 B_Dry,0.035349896389111964,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 D1700 B_Dry,0.018425156905339846,NA,1051,NA,NA
ANT E2200 A_Wet - VER D1700 B_Dry,0.07517081385063765,NA,1051,NA,NA
ANT E2200 A_Wet - ALL E2200 B_Dry,0.017130053220501033,NA,1051,NA,NA
ANT E2200 A_Wet - ANT E2200 B_Dry,-0.021495303657592408,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 E2200 B_Dry,-0.05294288229510227,NA,1051,NA,NA
ANT E2200 A_Wet - VER E2200 B_Dry,-0.07196141863515239,NA,1051,NA,NA
ANT E2200 A_Wet - ALL F2700 B_Dry,0.06593435696997844,NA,1051,NA,NA
ANT E2200 A_Wet - ANT F2700 B_Dry,-0.02318224169167043,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 F2700 B_Dry,0.014485977812909607,NA,1051,NA,NA
ANT E2200 A_Wet - VER F2700 B_Dry,0.05810153361849573,NA,1051,NA,NA
ANT E2200 A_Wet - ALL G3200 B_Dry,0.26531898094125617,NA,1051,NA,NA
ANT E2200 A_Wet - ANT G3200 B_Dry,-0.7758452583139794,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 G3200 B_Dry,-0.12360584312296542,NA,1051,NA,NA
ANT E2200 A_Wet - VER G3200 B_Dry,-0.09171282719114852,NA,1051,NA,NA
ANT E2200 A_Wet - ALL H3700 B_Dry,0.2470665560811959,NA,1051,NA,NA
ANT E2200 A_Wet - ANT H3700 B_Dry,-0.7940976831740397,NA,1051,NA,NA
ANT E2200 A_Wet - CN1 H3700 B_Dry,-0.16462042535528887,NA,1051,NA,NA
ANT E2200 A_Wet - VER H3700 B_Dry,-0.0919983421193498,NA,1051,NA,NA
CN1 E2200 A_Wet - VER E2200 A_Wet,-0.019018536340050112,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL F2700 A_Wet,0.07922661177506257,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT F2700 A_Wet,-0.009889986886586304,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 F2700 A_Wet,0.02777823261799373,NA,1051,NA,NA
CN1 E2200 A_Wet - VER F2700 A_Wet,0.07139378842357985,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL G3200 A_Wet,0.4250688780909442,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT G3200 A_Wet,-0.6160953611642915,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 G3200 A_Wet,0.03614405402672255,NA,1051,NA,NA
CN1 E2200 A_Wet - VER G3200 A_Wet,0.06803706995853945,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL H3700 A_Wet,0.4202736306505559,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT H3700 A_Wet,-0.6208906086046798,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 H3700 A_Wet,0.0085866492140711,NA,1051,NA,NA
CN1 E2200 A_Wet - VER H3700 A_Wet,0.08120873245001017,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL A200 B_Dry,0.11499723257389605,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT A200 B_Dry,0.07383299331866038,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 A200 B_Dry,0.04917992428654874,NA,1051,NA,NA
CN1 E2200 A_Wet - VER A200 B_Dry,0.12090455071502287,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL B700 B_Dry,0.09556282283124273,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT B700 B_Dry,0.06436429706404269,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 B700 B_Dry,0.070140971822842,NA,1051,NA,NA
CN1 E2200 A_Wet - VER B700 B_Dry,0.10859049238727388,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL C1200 B_Dry,0.1024495918017386,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT C1200 B_Dry,0.014299018590807691,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 C1200 B_Dry,0.03722023256047622,NA,1051,NA,NA
CN1 E2200 A_Wet - VER C1200 B_Dry,0.0958486146007386,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL D1700 B_Dry,0.09315372224810167,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT D1700 B_Dry,0.06679747502662184,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 D1700 B_Dry,0.04987273554284971,NA,1051,NA,NA
CN1 E2200 A_Wet - VER D1700 B_Dry,0.10661839248814751,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL E2200 B_Dry,0.0485776318580109,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT E2200 B_Dry,0.00995227497991746,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 E2200 B_Dry,-0.021495303657592408,NA,1051,NA,NA
CN1 E2200 A_Wet - VER E2200 B_Dry,-0.04051383999764252,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL F2700 B_Dry,0.09738193560748831,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT F2700 B_Dry,0.00826533694583944,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 F2700 B_Dry,0.04593355645041947,NA,1051,NA,NA
CN1 E2200 A_Wet - VER F2700 B_Dry,0.0895491122560056,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL G3200 B_Dry,0.2967665595787661,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT G3200 B_Dry,-0.7443976796764696,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 G3200 B_Dry,-0.09215826448545555,NA,1051,NA,NA
CN1 E2200 A_Wet - VER G3200 B_Dry,-0.06026524855363866,NA,1051,NA,NA
CN1 E2200 A_Wet - ALL H3700 B_Dry,0.2785141347187058,NA,1051,NA,NA
CN1 E2200 A_Wet - ANT H3700 B_Dry,-0.7626501045365299,NA,1051,NA,NA
CN1 E2200 A_Wet - CN1 H3700 B_Dry,-0.13317284671777901,NA,1051,NA,NA
CN1 E2200 A_Wet - VER H3700 B_Dry,-0.06055076348183994,NA,1051,NA,NA
VER E2200 A_Wet - ALL F2700 A_Wet,0.09824514811511267,NA,1051,NA,NA
VER E2200 A_Wet - ANT F2700 A_Wet,0.009128549453463808,NA,1051,NA,NA
VER E2200 A_Wet - CN1 F2700 A_Wet,0.04679676895804384,NA,1051,NA,NA
VER E2200 A_Wet - VER F2700 A_Wet,0.09041232476362997,NA,1051,NA,NA
VER E2200 A_Wet - ALL G3200 A_Wet,0.44408741443099425,NA,1051,NA,NA
VER E2200 A_Wet - ANT G3200 A_Wet,-0.5970768248242414,NA,1051,NA,NA
VER E2200 A_Wet - CN1 G3200 A_Wet,0.055162590366772665,NA,1051,NA,NA
VER E2200 A_Wet - VER G3200 A_Wet,0.08705560629858955,NA,1051,NA,NA
VER E2200 A_Wet - ALL H3700 A_Wet,0.43929216699060597,NA,1051,NA,NA
VER E2200 A_Wet - ANT H3700 A_Wet,-0.6018720722646297,NA,1051,NA,NA
VER E2200 A_Wet - CN1 H3700 A_Wet,0.02760518555412121,NA,1051,NA,NA
VER E2200 A_Wet - VER H3700 A_Wet,0.10022726879006028,NA,1051,NA,NA
VER E2200 A_Wet - ALL A200 B_Dry,0.13401576891394618,NA,1051,NA,NA
VER E2200 A_Wet - ANT A200 B_Dry,0.09285152965871049,NA,1051,NA,NA
VER E2200 A_Wet - CN1 A200 B_Dry,0.06819846062659886,NA,1051,NA,NA
VER E2200 A_Wet - VER A200 B_Dry,0.13992308705507298,NA,1051,NA,NA
VER E2200 A_Wet - ALL B700 B_Dry,0.11458135917129285,NA,1051,NA,NA
VER E2200 A_Wet - ANT B700 B_Dry,0.0833828334040928,NA,1051,NA,NA
VER E2200 A_Wet - CN1 B700 B_Dry,0.08915950816289211,NA,1051,NA,NA
VER E2200 A_Wet - VER B700 B_Dry,0.127609028727324,NA,1051,NA,NA
VER E2200 A_Wet - ALL C1200 B_Dry,0.12146812814178871,NA,1051,NA,NA
VER E2200 A_Wet - ANT C1200 B_Dry,0.03331755493085781,NA,1051,NA,NA
VER E2200 A_Wet - CN1 C1200 B_Dry,0.056238768900526336,NA,1051,NA,NA
VER E2200 A_Wet - VER C1200 B_Dry,0.1148671509407887,NA,1051,NA,NA
VER E2200 A_Wet - ALL D1700 B_Dry,0.11217225858815179,NA,1051,NA,NA
VER E2200 A_Wet - ANT D1700 B_Dry,0.08581601136667195,NA,1051,NA,NA
VER E2200 A_Wet - CN1 D1700 B_Dry,0.06889127188289983,NA,1051,NA,NA
VER E2200 A_Wet - VER D1700 B_Dry,0.12563692882819763,NA,1051,NA,NA
VER E2200 A_Wet - ALL E2200 B_Dry,0.06759616819806101,NA,1051,NA,NA
VER E2200 A_Wet - ANT E2200 B_Dry,0.028970811319967572,NA,1051,NA,NA
VER E2200 A_Wet - CN1 E2200 B_Dry,-0.0024767673175422945,NA,1051,NA,NA
VER E2200 A_Wet - VER E2200 B_Dry,-0.021495303657592408,NA,1051,NA,NA
VER E2200 A_Wet - ALL F2700 B_Dry,0.11640047194753843,NA,1051,NA,NA
VER E2200 A_Wet - ANT F2700 B_Dry,0.027283873285889552,NA,1051,NA,NA
VER E2200 A_Wet - CN1 F2700 B_Dry,0.06495209279046958,NA,1051,NA,NA
VER E2200 A_Wet - VER F2700 B_Dry,0.10856764859605571,NA,1051,NA,NA
VER E2200 A_Wet - ALL G3200 B_Dry,0.31578509591881615,NA,1051,NA,NA
VER E2200 A_Wet - ANT G3200 B_Dry,-0.7253791433364195,NA,1051,NA,NA
VER E2200 A_Wet - CN1 G3200 B_Dry,-0.07313972814540544,NA,1051,NA,NA
VER E2200 A_Wet - VER G3200 B_Dry,-0.04124671221358855,NA,1051,NA,NA
VER E2200 A_Wet - ALL H3700 B_Dry,0.29753267105875586,NA,1051,NA,NA
VER E2200 A_Wet - ANT H3700 B_Dry,-0.7436315681964798,NA,1051,NA,NA
VER E2200 A_Wet - CN1 H3700 B_Dry,-0.1141543103777289,NA,1051,NA,NA
VER E2200 A_Wet - VER H3700 B_Dry,-0.04153222714178983,NA,1051,NA,NA
ALL F2700 A_Wet - ANT F2700 A_Wet,-0.08911659866164887,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 F2700 A_Wet,-0.05144837915706884,NA,1051,NA,NA
ALL F2700 A_Wet - VER F2700 A_Wet,-0.007832823351482712,NA,1051,NA,NA
ALL F2700 A_Wet - ALL G3200 A_Wet,0.3458422663158816,NA,1051,NA,NA
ALL F2700 A_Wet - ANT G3200 A_Wet,-0.695321972939354,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 G3200 A_Wet,-0.043082557748340015,NA,1051,NA,NA
ALL F2700 A_Wet - VER G3200 A_Wet,-0.011189541816523124,NA,1051,NA,NA
ALL F2700 A_Wet - ALL H3700 A_Wet,0.3410470188754933,NA,1051,NA,NA
ALL F2700 A_Wet - ANT H3700 A_Wet,-0.7001172203797423,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 H3700 A_Wet,-0.07063996256099148,NA,1051,NA,NA
ALL F2700 A_Wet - VER H3700 A_Wet,0.0019821206749476017,NA,1051,NA,NA
ALL F2700 A_Wet - ALL A200 B_Dry,0.03577062079883348,NA,1051,NA,NA
ALL F2700 A_Wet - ANT A200 B_Dry,-0.00539361845640219,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 A200 B_Dry,-0.030046687488513822,NA,1051,NA,NA
ALL F2700 A_Wet - VER A200 B_Dry,0.0416779389399603,NA,1051,NA,NA
ALL F2700 A_Wet - ALL B700 B_Dry,0.016336211056180168,NA,1051,NA,NA
ALL F2700 A_Wet - ANT B700 B_Dry,-0.014862314711019882,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 B700 B_Dry,-0.009085639952220573,NA,1051,NA,NA
ALL F2700 A_Wet - VER B700 B_Dry,0.029363880612211308,NA,1051,NA,NA
ALL F2700 A_Wet - ALL C1200 B_Dry,0.02322298002667603,NA,1051,NA,NA
ALL F2700 A_Wet - ANT C1200 B_Dry,-0.06492759318425488,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 C1200 B_Dry,-0.042006379214586345,NA,1051,NA,NA
ALL F2700 A_Wet - VER C1200 B_Dry,0.016622002825676024,NA,1051,NA,NA
ALL F2700 A_Wet - ALL D1700 B_Dry,0.0139271104730391,NA,1051,NA,NA
ALL F2700 A_Wet - ANT D1700 B_Dry,-0.012429136748440733,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 D1700 B_Dry,-0.029353876232212854,NA,1051,NA,NA
ALL F2700 A_Wet - VER D1700 B_Dry,0.02739178071308495,NA,1051,NA,NA
ALL F2700 A_Wet - ALL E2200 B_Dry,-0.030648979917051667,NA,1051,NA,NA
ALL F2700 A_Wet - ANT E2200 B_Dry,-0.06927433679514511,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 E2200 B_Dry,-0.10072191543265498,NA,1051,NA,NA
ALL F2700 A_Wet - VER E2200 B_Dry,-0.11974045177270509,NA,1051,NA,NA
ALL F2700 A_Wet - ALL F2700 B_Dry,0.018155323832425744,NA,1051,NA,NA
ALL F2700 A_Wet - ANT F2700 B_Dry,-0.07096127482922313,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 F2700 B_Dry,-0.03329305532464309,NA,1051,NA,NA
ALL F2700 A_Wet - VER F2700 B_Dry,0.010322500480943032,NA,1051,NA,NA
ALL F2700 A_Wet - ALL G3200 B_Dry,0.21753994780370348,NA,1051,NA,NA
ALL F2700 A_Wet - ANT G3200 B_Dry,-0.8236242914515322,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 G3200 B_Dry,-0.17138487626051813,NA,1051,NA,NA
ALL F2700 A_Wet - VER G3200 B_Dry,-0.13949186032870123,NA,1051,NA,NA
ALL F2700 A_Wet - ALL H3700 B_Dry,0.19928752294364319,NA,1051,NA,NA
ALL F2700 A_Wet - ANT H3700 B_Dry,-0.8418767163115924,NA,1051,NA,NA
ALL F2700 A_Wet - CN1 H3700 B_Dry,-0.2123994584928416,NA,1051,NA,NA
ALL F2700 A_Wet - VER H3700 B_Dry,-0.1397773752569025,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 F2700 A_Wet,0.03766821950458003,NA,1051,NA,NA
ANT F2700 A_Wet - VER F2700 A_Wet,0.08128377531016616,NA,1051,NA,NA
ANT F2700 A_Wet - ALL G3200 A_Wet,0.43495886497753045,NA,1051,NA,NA
ANT F2700 A_Wet - ANT G3200 A_Wet,-0.6062053742777052,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 G3200 A_Wet,0.04603404091330886,NA,1051,NA,NA
ANT F2700 A_Wet - VER G3200 A_Wet,0.07792705684512574,NA,1051,NA,NA
ANT F2700 A_Wet - ALL H3700 A_Wet,0.43016361753714216,NA,1051,NA,NA
ANT F2700 A_Wet - ANT H3700 A_Wet,-0.6110006217180934,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 H3700 A_Wet,0.018476636100657404,NA,1051,NA,NA
ANT F2700 A_Wet - VER H3700 A_Wet,0.09109871933659647,NA,1051,NA,NA
ANT F2700 A_Wet - ALL A200 B_Dry,0.12488721946048235,NA,1051,NA,NA
ANT F2700 A_Wet - ANT A200 B_Dry,0.08372298020524668,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 A200 B_Dry,0.05906991117313505,NA,1051,NA,NA
ANT F2700 A_Wet - VER A200 B_Dry,0.13079453760160917,NA,1051,NA,NA
ANT F2700 A_Wet - ALL B700 B_Dry,0.10545280971782904,NA,1051,NA,NA
ANT F2700 A_Wet - ANT B700 B_Dry,0.074254283950629,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 B700 B_Dry,0.08003095870942831,NA,1051,NA,NA
ANT F2700 A_Wet - VER B700 B_Dry,0.11848047927386018,NA,1051,NA,NA
ANT F2700 A_Wet - ALL C1200 B_Dry,0.1123395786883249,NA,1051,NA,NA
ANT F2700 A_Wet - ANT C1200 B_Dry,0.024189005477393995,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 C1200 B_Dry,0.04711021944706253,NA,1051,NA,NA
ANT F2700 A_Wet - VER C1200 B_Dry,0.10573860148732489,NA,1051,NA,NA
ANT F2700 A_Wet - ALL D1700 B_Dry,0.10304370913468798,NA,1051,NA,NA
ANT F2700 A_Wet - ANT D1700 B_Dry,0.07668746191320815,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 D1700 B_Dry,0.05976272242943602,NA,1051,NA,NA
ANT F2700 A_Wet - VER D1700 B_Dry,0.11650837937473382,NA,1051,NA,NA
ANT F2700 A_Wet - ALL E2200 B_Dry,0.05846761874459721,NA,1051,NA,NA
ANT F2700 A_Wet - ANT E2200 B_Dry,0.019842261866503765,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 E2200 B_Dry,-0.011605316771006102,NA,1051,NA,NA
ANT F2700 A_Wet - VER E2200 B_Dry,-0.030623853111056216,NA,1051,NA,NA
ANT F2700 A_Wet - ALL F2700 B_Dry,0.10727192249407462,NA,1051,NA,NA
ANT F2700 A_Wet - ANT F2700 B_Dry,0.018155323832425744,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 F2700 B_Dry,0.05582354333700578,NA,1051,NA,NA
ANT F2700 A_Wet - VER F2700 B_Dry,0.0994390991425919,NA,1051,NA,NA
ANT F2700 A_Wet - ALL G3200 B_Dry,0.30665654646535234,NA,1051,NA,NA
ANT F2700 A_Wet - ANT G3200 B_Dry,-0.7345076927898833,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 G3200 B_Dry,-0.08226827759886925,NA,1051,NA,NA
ANT F2700 A_Wet - VER G3200 B_Dry,-0.050375261667052355,NA,1051,NA,NA
ANT F2700 A_Wet - ALL H3700 B_Dry,0.28840412160529205,NA,1051,NA,NA
ANT F2700 A_Wet - ANT H3700 B_Dry,-0.7527601176499435,NA,1051,NA,NA
ANT F2700 A_Wet - CN1 H3700 B_Dry,-0.1232828598311927,NA,1051,NA,NA
ANT F2700 A_Wet - VER H3700 B_Dry,-0.050660776595253636,NA,1051,NA,NA
CN1 F2700 A_Wet - VER F2700 A_Wet,0.043615555805586126,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL G3200 A_Wet,0.3972906454729504,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT G3200 A_Wet,-0.6438735937822853,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 G3200 A_Wet,0.008365821408728822,NA,1051,NA,NA
CN1 F2700 A_Wet - VER G3200 A_Wet,0.040258837340545715,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL H3700 A_Wet,0.3924953980325621,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT H3700 A_Wet,-0.6486688412226735,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 H3700 A_Wet,-0.01919158340392263,NA,1051,NA,NA
CN1 F2700 A_Wet - VER H3700 A_Wet,0.05343049983201644,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL A200 B_Dry,0.08721899995590232,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT A200 B_Dry,0.04605476070066665,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 A200 B_Dry,0.021401691668555017,NA,1051,NA,NA
CN1 F2700 A_Wet - VER A200 B_Dry,0.09312631809702913,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL B700 B_Dry,0.06778459021324901,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT B700 B_Dry,0.036586064446048956,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 B700 B_Dry,0.04236273920484827,NA,1051,NA,NA
CN1 F2700 A_Wet - VER B700 B_Dry,0.08081225976928015,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL C1200 B_Dry,0.07467135918374487,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT C1200 B_Dry,-0.01347921402718604,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 C1200 B_Dry,0.009441999942482493,NA,1051,NA,NA
CN1 F2700 A_Wet - VER C1200 B_Dry,0.06807038198274486,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL D1700 B_Dry,0.06537548963010793,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT D1700 B_Dry,0.039019242408628106,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 D1700 B_Dry,0.022094502924855985,NA,1051,NA,NA
CN1 F2700 A_Wet - VER D1700 B_Dry,0.07884015987015379,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL E2200 B_Dry,0.020799399240017172,NA,1051,NA,NA
CN1 F2700 A_Wet - ANT E2200 B_Dry,-0.01782595763807627,NA,1051,NA,NA
CN1 F2700 A_Wet - CN1 E2200 B_Dry,-0.04927353627558614,NA,1051,NA,NA
CN1 F2700 A_Wet - VER E2200 B_Dry,-0.06829207261563625,NA,1051,NA,NA
CN1 F2700 A_Wet - ALL F2700 B_Dry,0.06960370298949459,NA,1051,NA,NA
